Legal entity,Project ID,Activity number,Activity name,Project date,Resource.Resource ID,Resource.Resource name,Description,Role ID,Hours,Line property,Cost price,Total cost amount,Sales currency,Sales price,Total sales amount,Description2,Invoice status,Transaction ID
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-05-27 00:00:00,212676,Skyler Owen,,2073,1,H,90,90,EUR,0,0,Status meeting + stand-up,Nonchargeable,TR937726990452
301,30100628,301000011397,Documentation,2025-05-27 00:00:00,249615,Reese Clarke,,2073,2,H,90,180,EUR,0,0,"Potato documentation, Process Flow Consumption.",Nonchargeable,TR550998984401
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-05-27 00:00:00,249615,Reese Clarke,,2073,0.5,H,90,45,EUR,0,0,[FF] Project Status Meeting.,Nonchargeable,TR356111913411
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-05-27 00:00:00,270284,Quinn Fisher,,2073,0.5,H,53,26.5,EUR,0,0,FF Daily Standup & Project Status Meeting,Nonchargeable,TR877681000654
301,30100628,301000011393,Development (Bug),2025-05-27 00:00:00,270284,Quinn Fisher,,2073,0.5,H,53,26.5,EUR,0,0,BUG 12785 - Hotfix voor release 3.15.1 + testen + PR,Nonchargeable,TR109238601984
301,30100628,301000011393,Development (Bug),2025-05-27 00:00:00,270284,Quinn Fisher,,2073,1.5,H,53,79.5,EUR,0,0,BUG 12770 - Extra check toegevoegd voor bulk palletizer op dezelfde OPU + testen + PR,Nonchargeable,TR654990175020
301,30100628,301000011396,Testing,2025-05-27 00:00:00,216361,Harper Turner,,2075,1,H,91,91,EUR,0,0,test opkap,Nonchargeable,TR509980439699
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-05-27 00:00:00,295647,Logan Bennett,,2071,0.5,H,85,42.5,EUR,0,0,Status meeting,Nonchargeable,TR778864464039
301,30100628,301000011393,Development (Bug),2025-05-27 00:00:00,295647,Logan Bennett,,2071,2.5,H,85,212.5,EUR,0,0,12786 label preview,Nonchargeable,TR832883463760
301,30100628,301000011391,"Governance, Meetings (PM)",2025-05-27 00:00:00,245082,Kendall Davies,,2022,3,H,97.75,293.25,EUR,0,0,,Nonchargeable,TR778320951396
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-05-27 00:00:00,247052,Taylor Irving,,2040,1,H,89,89,EUR,0,0,status meeting + daily standup,Nonchargeable,TR632201215051
301,30100558,301000010335,Snijlijnen en bakkenruimte,2025-05-27 00:00:00,205695,Jamie Reed,,2071,2,H,85,170,EUR,0,0,Meeting test plans + start instal test server with problems,Nonchargeable,TR635407549376
301,30100558,301000010164,Project management,2025-05-27 00:00:00,234671,Drew Knight,,2022,1.5,H,93.81,140.72,EUR,0,0,Kennismaking Eric + status + Spete mails,Nonchargeable,TR104362534724
301,30100558,301000010166,Functional & technical analysis,2025-05-27 00:00:00,247052,Taylor Irving,,2040,1,H,89,89,EUR,0,0,Unit testing,Nonchargeable,TR707876223942
301,30100400,301000006656,Development,2025-05-27 00:00:00,205695,Jamie Reed,,2071,5,H,85,425,EUR,0,0,suiker smelter + update adams,Nonchargeable,TR114651587328
301,30100400,301000006656,Development,2025-05-28 00:00:00,205695,Jamie Reed,,2071,1,H,85,85,EUR,0,0,Fixes after upgrade,Nonchargeable,TR679892423202
301,30100558,301000010335,Snijlijnen en bakkenruimte,2025-05-28 00:00:00,205695,Jamie Reed,,2071,5,H,85,425,EUR,0,0,Install test server APP001,Nonchargeable,TR403749504854
301,30100558,301000010164,Project management,2025-05-28 00:00:00,234671,Drew Knight,,2022,1,H,93.81,93.81,EUR,0,0,Timesheets/facturatie; feedback Jan,Nonchargeable,TR118411187094
301,30100628,301000011394,Development (Feature),2025-05-28 00:00:00,212676,Skyler Owen,,2073,5,H,90,450,EUR,0,0,12175 12768 AtsDataService Adding LoadingPallet method,Nonchargeable,TR995510198977
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-05-28 00:00:00,212676,Skyler Owen,,2073,3,H,90,270,EUR,0,0,Status en sprint review,Nonchargeable,TR841731656808
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-05-28 00:00:00,249615,Reese Clarke,,2073,2,H,90,180,EUR,0,0,[FF] Sprint Status Review en aansluitend meeting Partial Sorting with Jules H. Ronny V. and. Douwe de L.,Nonchargeable,TR986612560808
301,30100628,301000011394,Development (Feature),2025-05-28 00:00:00,249615,Reese Clarke,,2073,4,H,90,360,EUR,0,0,"11057 Partial Sorting, started making changes in feature (dock selection).",Nonchargeable,TR216734062225
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-05-28 00:00:00,270284,Quinn Fisher,,2073,3,H,53,159,EUR,0,0,"FF Daily Standup + Hotfix bespreken met FF + Sprint Status Review + Meeting Ronny, Ron en Jules over partial sorting",Nonchargeable,TR207022204868
301,30100628,301000011393,Development (Bug),2025-05-28 00:00:00,270284,Quinn Fisher,,2073,1,H,53,53,EUR,0,0,"BUG 12799 - Close Order bug gefixt waarbij er niet gekeken werd naar action state, maar naar de tijd. Hierdoor werden de statussen van de orders niet correct gezet + testen + PR",Nonchargeable,TR265460975402
301,30100628,301000011394,Development (Feature),2025-05-28 00:00:00,270284,Quinn Fisher,,2073,3.25,H,53,172.25,EUR,0,0,FEATURE 12588 - begonnen aan User Story 12767. Het refactoren van upgrade script om bunker frequenties aan te maken.,Nonchargeable,TR311488350773
301,30100628,301000011398,Support (Internal),2025-05-28 00:00:00,270284,Quinn Fisher,,2073,0.75,H,53,39.75,EUR,0,0,Close Order bespreken met Ronny Vermeiren en Patrick Wierks en andere bugs die zijn opgemerkt en Tom Verboven uitleg voor blending Sint-Truiden,Nonchargeable,TR678187556104
301,30100628,301000011392,"Governance, Meetings (BA)",2025-05-28 00:00:00,216361,Harper Turner,,2075,2,H,91,182,EUR,0,0,"sprint review, standup",Nonchargeable,TR994437325440
301,30100628,301000011399,Analysis,2025-05-28 00:00:00,216361,Harper Turner,,2075,4,H,91,364,EUR,0,0,"analyse meeting Jan & Patrick mbt Olie consumptie, batter consumptie
Partial sorting",Nonchargeable,TR393580089061
301,30100628,301000011396,Testing,2025-05-28 00:00:00,216361,Harper Turner,,2075,2,H,91,182,EUR,0,0,opkap + potato partial sorting,Nonchargeable,TR537205922440
301,30100628,301000011394,Development (Feature),2025-05-28 00:00:00,295647,Logan Bennett,,2071,4.5,H,85,382.5,EUR,0,0,12347 Subscriptions,Nonchargeable,TR508361278207
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-05-28 00:00:00,295647,Logan Bennett,,2071,2,H,85,170,EUR,0,0,Sprint review + deploy TST,Nonchargeable,TR546501784148
301,30100628,301000011402,Support (External),2025-05-28 00:00:00,295647,Logan Bennett,,2071,1,H,85,85,EUR,0,0,Hotfix install on production,Nonchargeable,TR720446670928
301,30100628,301000011391,"Governance, Meetings (PM)",2025-05-28 00:00:00,245082,Kendall Davies,,2022,3,H,97.75,293.25,EUR,0,0,,Nonchargeable,TR347807743042
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-05-28 00:00:00,247052,Taylor Irving,,2040,1,H,89,89,EUR,0,0,,Nonchargeable,TR852907658069
301,30100628,301000011394,Development (Feature),2025-05-28 00:00:00,247052,Taylor Irving,,2040,1.5,H,89,133.5,EUR,0,0,,Nonchargeable,TR817605785471
301,A301_000252_063,,,2025-05-29 00:00:00,247052,Taylor Irving,,2040,1,F,130,130,EUR,0,0,,Nonchargeable,TR936014930826
301,A301_000252_063,,,2025-05-29 00:00:00,247052,Taylor Irving,,2040,1,D,89,89,EUR,0,0,,Nonchargeable,TR198920331732
301,30100628,301000011391,"Governance, Meetings (PM)",2025-05-30 00:00:00,245082,Kendall Davies,,2022,1,H,97.75,97.75,EUR,0,0,,Nonchargeable,TR518352484747
301,30100628,301000011394,Development (Feature),2025-06-02 00:00:00,295647,Logan Bennett,,2071,5.5,H,85,467.5,EUR,0,0,12347 subscriptions,Nonchargeable,TR707210319708
301,30100628,301000011393,Development (Bug),2025-06-02 00:00:00,295647,Logan Bennett,,2071,2,H,85,170,EUR,0,0,12825 productie datum,Nonchargeable,TR162173968482
301,30100628,301000011398,Support (Internal),2025-06-02 00:00:00,295647,Logan Bennett,,2071,0.5,H,85,42.5,EUR,0,0,Overdracht Ron,Nonchargeable,TR111324746755
301,30100628,301000011392,"Governance, Meetings (BA)",2025-06-02 00:00:00,216361,Harper Turner,,2075,1.5,H,91,136.5,EUR,0,0,"Opvolging FF internal meeting
standup
",Nonchargeable,TR287702290673
301,30100628,301000011399,Analysis,2025-06-02 00:00:00,216361,Harper Turner,,2075,4,H,91,364,EUR,0,0,"Runtime jobs
olie consumptie
Palletizer",Nonchargeable,TR645815980780
301,30100628,301000011397,Documentation,2025-06-02 00:00:00,216361,Harper Turner,,2075,2,H,91,182,EUR,0,0,Dagrapport documentatie production,Nonchargeable,TR580372033675
301,30100628,301000011394,Development (Feature),2025-06-02 00:00:00,212676,Skyler Owen,,2073,8,H,90,720,EUR,0,0,12175 12768 AtsDataService Adding LoadingPallet method,Nonchargeable,TR961763314712
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-06-02 00:00:00,270284,Quinn Fisher,,2073,0.5,H,53,26.5,EUR,0,0,"FF Daily Standup & doornemen handover Ron Donkelaar, Ronny Vermeiren en Tom Verboven",Nonchargeable,TR719898087102
301,30100628,301000011394,Development (Feature),2025-06-02 00:00:00,270284,Quinn Fisher,,2073,6.75,H,53,357.75,EUR,0,0,FEATURE 12588 - subscribers opdelen voor elke OPU voor bunker frequenties. Hetzelfde voor de bunker subscriptions. Upgrade script getest en ervoor gezorgd dat oude frequenties niet meer worden aangemaakt.,Nonchargeable,TR207261824971
301,30100628,301000011398,Support (Internal),2025-06-02 00:00:00,270284,Quinn Fisher,,2073,0.5,H,53,26.5,EUR,0,0,Tom Verboven feature 12588 bespreken & met Tom Verboven en Patrick Wierks over bypass met labels vrijgave baan bespreken,Nonchargeable,TR683663683937
301,30100628,301000011393,Development (Bug),2025-06-02 00:00:00,247052,Taylor Irving,,2040,8,H,89,712,EUR,0,0,9787,Nonchargeable,TR146897401666
301,30100628,301000011394,Development (Feature),2025-06-02 00:00:00,249615,Reese Clarke,,2073,2,H,90,180,EUR,0,0,"11057 Partial Sorting, started making changes in feature (issue with Ground and Float weights).",Nonchargeable,TR332915073587
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-06-02 00:00:00,249615,Reese Clarke,,2073,1,H,90,90,EUR,0,0,Meeting met Ronny V. over dagrapport.,Nonchargeable,TR622125362176
301,30100628,301000011391,"Governance, Meetings (PM)",2025-06-02 00:00:00,245082,Kendall Davies,,2022,2,H,97.75,195.5,EUR,0,0,,Nonchargeable,TR148408984648
301,30100628,301000011394,Development (Feature),2025-06-03 00:00:00,295647,Logan Bennett,,2071,5.5,H,85,467.5,EUR,0,0,12347 subscriptions,Nonchargeable,TR185573612460
301,30100628,301000011393,Development (Bug),2025-06-03 00:00:00,295647,Logan Bennett,,2071,0.5,H,85,42.5,EUR,0,0,T&T bugs overdracht,Nonchargeable,TR720807589715
301,30100628,301000011398,Support (Internal),2025-06-03 00:00:00,295647,Logan Bennett,,2071,1,H,85,85,EUR,0,0,Vragen Douwe begeleiding,Nonchargeable,TR137186296056
301,30100628,301000011399,Analysis,2025-06-03 00:00:00,216361,Harper Turner,,2075,4,H,91,364,EUR,0,0,"updater vs click once
Total production time
",Nonchargeable,TR447249942404
301,30100628,301000011394,Development (Feature),2025-06-03 00:00:00,212676,Skyler Owen,,2073,8,H,90,720,EUR,0,0,12175 12769 AtsDataService Adding SetLoadingLaneFullOnCargo method + 12175 12801 Setting to enable/disable old functionality,Nonchargeable,TR745134831738
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-06-03 00:00:00,270284,Quinn Fisher,,2073,1.5,H,53,79.5,EUR,0,0,FF Daily standup & update vs click once meeting met Jef en Ronny & Florian over rapporting / API in Momentum,Nonchargeable,TR925253018877
301,30100628,301000011394,Development (Feature),2025-06-03 00:00:00,270284,Quinn Fisher,,2073,5.25,H,53,278.25,EUR,0,0,FEATURE 12588 - Code gewijzigd en getest. Pull request aangemaakt van user story. Daarna opmerkingen van Tom Verboven verwerkt.,Nonchargeable,TR885208887766
301,30100628,301000011398,Support (Internal),2025-06-03 00:00:00,270284,Quinn Fisher,,2073,0.25,H,53,13.25,EUR,0,0,Kort overleg met Ronny Vermeiren over updater / click once. Screenshots gemaakt en gestuurd.,Nonchargeable,TR537317445811
301,30100628,301000011393,Development (Bug),2025-06-03 00:00:00,247052,Taylor Irving,,2040,3.5,H,89,311.5,EUR,0,0,9787,Nonchargeable,TR185593866132
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-06-03 00:00:00,247052,Taylor Irving,,2040,1,H,89,89,EUR,0,0,Update vs click once,Nonchargeable,TR277379043591
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-06-03 00:00:00,249615,Reese Clarke,,2073,0.5,H,90,45,EUR,0,0,"12784 Website is very slow due to a lot of picking tasks, meeting met Jesse T.",Nonchargeable,TR364415187094
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-06-03 00:00:00,249615,Reese Clarke,,2073,0.5,H,90,45,EUR,0,0,"[FF] T&T tickets overdragen, meeting met Tom V.",Nonchargeable,TR528850089728
301,30100628,301000011391,"Governance, Meetings (PM)",2025-06-03 00:00:00,245082,Kendall Davies,,2022,2,H,97.75,195.5,EUR,0,0,,Nonchargeable,TR463098950845
301,30100558,301000010336,Inpaklijnen,2025-06-03 00:00:00,205695,Jamie Reed,,2071,5,H,85,425,EUR,0,0,Change colos and nicelabel label designs based on mockup + create preview for celavita.,Nonchargeable,TR930577295063
301,30100558,301000010164,Project management,2025-06-03 00:00:00,234671,Drew Knight,,2022,2,H,93.81,187.62,EUR,0,0,Status meeting Jef/Jan + status meeting CelaVita,Nonchargeable,TR253501036691
301,30100071_013,,,2025-06-03 00:00:00,272357,Morgan Edwards,,2072,0.5,H,79.94,39.97,EUR,0,0,,Nonchargeable,TR897529515996
301,30100558,301000010340,Integratietesten met BC in acceptatie omgeving,2025-06-04 00:00:00,205695,Jamie Reed,,2071,8,H,85,680,EUR,0,0,Test + new VPN + restore databases Momentum,Nonchargeable,TR650092658253
301,30100558,301000010340,Integratietesten met BC in acceptatie omgeving,2025-06-04 00:00:00,260217,Sage Mitchell,,2072,6,H,73,438,EUR,0,0,Eerste testen met BC,Nonchargeable,TR157320030087
301,30100558,301000010164,Project management,2025-06-04 00:00:00,234671,Drew Knight,,2022,2,H,93.81,187.62,EUR,0,0,"Status meeting, calls Jos/Laurent",Nonchargeable,TR577160927111
301,30100613,301000010941,Project hours,2025-06-04 00:00:00,216361,Harper Turner,,2075,1,H,91,91,EUR,0,0,"Meeting Azure design vbt/vbb
",Nonchargeable,TR473988650640
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-06-04 00:00:00,295647,Logan Bennett,,2071,1.5,H,85,127.5,EUR,0,0,,Nonchargeable,TR944412769960
301,30100628,301000011394,Development (Feature),2025-06-04 00:00:00,295647,Logan Bennett,,2071,5.5,H,85,467.5,EUR,0,0,12347 testen,Nonchargeable,TR536349816629
301,30100628,301000011393,Development (Bug),2025-06-04 00:00:00,295647,Logan Bennett,,2071,1,H,85,85,EUR,0,0,Task 10982 adding opc tags,Nonchargeable,TR954565006570
301,30100628,301000011392,"Governance, Meetings (BA)",2025-06-04 00:00:00,216361,Harper Turner,,2075,4.5,H,91,409.5,EUR,0,0,"netto uren meeting Jan M.
Sprint review
Partial sorting
afspraken methode en detailniveau testscripts
",Nonchargeable,TR131466548108
301,30100628,301000011396,Testing,2025-06-04 00:00:00,216361,Harper Turner,,2075,2,H,91,182,EUR,0,0,testing tickets,Nonchargeable,TR399076280763
301,30100628,301000011394,Development (Feature),2025-06-04 00:00:00,212676,Skyler Owen,,2073,4,H,90,360,EUR,0,0,12175 integration testing Tom + Jesse,Nonchargeable,TR638806010341
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-06-04 00:00:00,212676,Skyler Owen,,2073,4,H,90,360,EUR,0,0,"Sprint review en andere meetings (oa overleg releases, afwezigheid Tom, etc.)",Nonchargeable,TR491821870860
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-06-04 00:00:00,270284,Quinn Fisher,,2073,2,H,53,106,EUR,0,0,"FF Daily Standup & Sprint Status Review & Ron, Ronny en Jules partial sorting + Sint-Truiden blending Meeting",Nonchargeable,TR574058849227
301,30100628,301000011393,Development (Bug),2025-06-04 00:00:00,270284,Quinn Fisher,,2073,1,H,53,53,EUR,0,0,BUG 12770 - Fix voor OPU4 startscherm check voor dezelfde OPU + testen,Nonchargeable,TR848122047461
301,30100628,301000011394,Development (Feature),2025-06-04 00:00:00,270284,Quinn Fisher,,2073,1.25,H,53,66.25,EUR,0,0,FEATURE 12762 - User stories gemaakt en extra velden toegevoegd aan DTO inbound delivery,Nonchargeable,TR828365787510
301,30100628,301000011394,Development (Feature),2025-06-04 00:00:00,270284,Quinn Fisher,,2073,2,H,53,106,EUR,0,0,FEATURE 12756 - Alles zo wijzigen dat detail reference wordt laten zien bij Productie OEE tabellen en order reference bij inpak OEE tabellen + testen,Nonchargeable,TR191826713117
301,30100628,301000011394,Development (Feature),2025-06-04 00:00:00,270284,Quinn Fisher,,2073,1.75,H,53,92.75,EUR,0,0,FEATURE 12588 - verder de feature testen en de afhankelijkheden in de code bekijken na overleg met Ron Donkelaar,Nonchargeable,TR781921266516
301,30100628,301000011393,Development (Bug),2025-06-04 00:00:00,247052,Taylor Irving,,2040,6.5,H,89,578.5,EUR,0,0,9787 + plannings issues,Nonchargeable,TR977441973592
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-06-04 00:00:00,249615,Reese Clarke,,2073,0.5,H,90,45,EUR,0,0,"Meeting partial sorting (Jules H., Ronny V. en Douwe d. L.)",Nonchargeable,TR882742541620
301,30100628,301000011397,Documentation,2025-06-04 00:00:00,249615,Reese Clarke,,2073,4.5,H,90,405,EUR,0,0,"Potato documentation, Process Flow Consumption Potato. En total production duration documentation.",Nonchargeable,TR190510022021
301,30100628,301000011391,"Governance, Meetings (PM)",2025-06-04 00:00:00,245082,Kendall Davies,,2022,1,H,97.75,97.75,EUR,0,0,,Nonchargeable,TR268654655654
301,30100628,301000011392,"Governance, Meetings (BA)",2025-06-05 00:00:00,216361,Harper Turner,,2075,1,H,91,91,EUR,0,0,"roadmap topics bespreking Tom, Philip, Jef",Nonchargeable,TR883316135403
301,30100628,301000011399,Analysis,2025-06-05 00:00:00,216361,Harper Turner,,2075,3,H,91,273,EUR,0,0,Potato DMS inschatting,Nonchargeable,TR799151485081
301,30100628,301000011397,Documentation,2025-06-05 00:00:00,216361,Harper Turner,,2075,1,H,91,91,EUR,0,0,dagrapport,Nonchargeable,TR912411433130
301,30100628,301000011394,Development (Feature),2025-06-05 00:00:00,212676,Skyler Owen,,2073,8,H,90,720,EUR,0,0,12847 Configuration Options in Temp UpgradeScript for Release 3.17 to Production,Nonchargeable,TR449565764637
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-06-05 00:00:00,270284,Quinn Fisher,,2073,2,H,53,106,EUR,0,0,FF Daily Standup & meeting Ron Donkelaar en Ronny Vermeiren DMS potato aanpassing,Nonchargeable,TR217513312700
301,30100628,301000011393,Development (Bug),2025-06-05 00:00:00,270284,Quinn Fisher,,2073,1.5,H,53,79.5,EUR,0,0,"Jan Maes had nogmaals gebeld, nu om andere fout over OEE logging in DMS. Dit geeft error. Bug opgelost + getest + PR",Nonchargeable,TR104688044575
301,30100628,301000011394,Development (Feature),2025-06-05 00:00:00,270284,Quinn Fisher,,2073,3.5,H,53,185.5,EUR,0,0,FEATURE 12588 - testen. Werkt op Sint-Truiden. Lommel lijkt ook goed te werken. Test script van Jules doorlopen en kijken of ik alles heb meegenomen.,Nonchargeable,TR439057432441
301,30100628,301000011398,Support (Internal),2025-06-05 00:00:00,270284,Quinn Fisher,,2073,0.25,H,53,13.25,EUR,0,0,Met Ronny Vermeiren blending bespreken voor testen,Nonchargeable,TR497047117241
301,30100628,301000011394,Development (Feature),2025-06-05 00:00:00,270284,Quinn Fisher,,2073,0.5,H,53,26.5,EUR,0,0,FEATURE 12321 - Jan Maes belde om geen logging in dms na foutieve scan. Dit opgelost.,Nonchargeable,TR399622701720
301,30100628,301000011402,Support (External),2025-06-05 00:00:00,270284,Quinn Fisher,,2073,0.25,H,53,13.25,EUR,0,0,Jan Maes belt over bugs (OEE en labels),Nonchargeable,TR242173001372
301,30100628,301000011393,Development (Bug),2025-06-05 00:00:00,247052,Taylor Irving,,2040,4,H,89,356,EUR,0,0,9787 + plannings issues,Nonchargeable,TR302238401673
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-06-05 00:00:00,249615,Reese Clarke,,2073,2,H,90,180,EUR,0,0,"Potato DMS inschatting, meeting Ronny V. en Douwe d. L. om pto dms tabellen.",Nonchargeable,TR591477314669
301,30100628,301000011391,"Governance, Meetings (PM)",2025-06-05 00:00:00,245082,Kendall Davies,,2022,1,H,97.75,97.75,EUR,0,0,,Nonchargeable,TR712277588519
301,30100613,301000010941,Project hours,2025-06-05 00:00:00,216361,Harper Turner,,2075,1,H,91,91,EUR,0,0,Meeting Azure design vbt/vbb,Nonchargeable,TR548877515460
301,30100558,301000010338,Proxy/VPN & OAuth2.0,2025-06-05 00:00:00,205695,Jamie Reed,,2071,8,H,85,680,EUR,0,0,Check issues reported by peter BC. + add more logging to gateway tool,Nonchargeable,TR126213443527
301,30100558,301000010164,Project management,2025-06-05 00:00:00,234671,Drew Knight,,2022,0.5,H,93.82,46.91,EUR,0,0,Status testen Oauth,Nonchargeable,TR486931966626
301,30100558,301000010338,Proxy/VPN & OAuth2.0,2025-06-06 00:00:00,205695,Jamie Reed,,2071,4,H,85,340,EUR,0,0,Update SSCC + print label + test changes logging gateway tool,Nonchargeable,TR201164603756
301,30100558,301000010164,Project management,2025-06-06 00:00:00,234671,Drew Knight,,2022,1.5,H,93.81,140.72,EUR,0,0,Terminal server + email Jan VPN,Nonchargeable,TR759693767724
301,30100613,301000010941,Project hours,2025-06-06 00:00:00,216361,Harper Turner,,2075,0.5,H,91,45.5,EUR,0,0,"Follow up mails
",Nonchargeable,TR459851424229
301,30100400,301000006673,Development-Configuration-UnitTesting,2025-06-06 00:00:00,205695,Jamie Reed,,2071,4,H,85,340,EUR,0,0,"Check issue migration recipe.
+ checkweighbridge connection issues",Nonchargeable,TR524616436327
301,30100251,301000004861,Internal status meetings,2025-06-06 00:00:00,247052,Taylor Irving,,2040,0.5,H,89,44.5,EUR,0,0,OPC issues,Nonchargeable,TR417880582454
301,30100628,301000011399,Analysis,2025-06-06 00:00:00,216361,Harper Turner,,2075,2,H,91,182,EUR,0,0,Rapport planner,Nonchargeable,TR526979063011
301,30100628,301000011397,Documentation,2025-06-06 00:00:00,216361,Harper Turner,,2075,2.5,H,91,227.5,EUR,0,0,Dagrtapport inpak,Nonchargeable,TR193540819071
301,30100628,301000011396,Testing,2025-06-06 00:00:00,216361,Harper Turner,,2075,1,H,91,91,EUR,0,0,,Nonchargeable,TR728107796415
301,30100628,301000011394,Development (Feature),2025-06-06 00:00:00,212676,Skyler Owen,,2073,8,H,90,720,EUR,0,0,12175 12794 ATS website Get Full cargo,Nonchargeable,TR286921720664
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-06-06 00:00:00,270284,Quinn Fisher,,2073,0.25,H,53,13.25,EUR,0,0,FF Daily Standup,Nonchargeable,TR519555237488
301,30100628,301000011393,Development (Bug),2025-06-06 00:00:00,270284,Quinn Fisher,,2073,1.5,H,53,79.5,EUR,0,0,"BUG 12856 - bug gevonden, opgelost en getest + PR + release naar test en ACC",Nonchargeable,TR251051859836
301,30100628,301000011394,Development (Feature),2025-06-06 00:00:00,270284,Quinn Fisher,,2073,1,H,53,53,EUR,0,0,FEATURE 12318 - bekijken waar dit fout gaat en hoe op te losen. Hulp van Ron Donkelaar nodig om te vragen wat hier moet gebeuren. Tijd wordt niet geregistreerd vanwege check op cargo state. Cargo is op dat moment nog on site of iets anders.,Nonchargeable,TR431867479962
301,30100628,301000011398,Support (Internal),2025-06-06 00:00:00,270284,Quinn Fisher,,2073,0.25,H,53,13.25,EUR,0,0,Ronny Vermeiren helpen uitzoeken met Port conflict,Nonchargeable,TR642318677697
301,30100628,301000011394,Development (Feature),2025-06-06 00:00:00,270284,Quinn Fisher,,2073,4.5,H,53,238.5,EUR,0,0,FEATURE 12588 - geautomatiseerde blending voor Sint-Truiden gewijzigd. Extra config parameter toegevoegd om ervoor te zorgen dat het niet direct in productie actief is. Alles testen doorlopen. Oudenhoorn en Lommel ook getest + PR,Nonchargeable,TR169346262044
301,30100628,301000011402,Support (External),2025-06-06 00:00:00,270284,Quinn Fisher,,2073,0.5,H,53,26.5,EUR,0,0,Patrick Wierks dicussie / overleg over BUG 12856 - verkeerde productiedatum (bug hield release tegen),Nonchargeable,TR577459520169
301,30100628,301000011393,Development (Bug),2025-06-06 00:00:00,247052,Taylor Irving,,2040,7.5,H,89,667.5,EUR,0,0,9787,Nonchargeable,TR560746747880
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-06-06 00:00:00,249615,Reese Clarke,,2073,1,H,90,90,EUR,0,0,Dagrapport Inpak meeting met Ronny V.,Nonchargeable,TR629568403524
301,30100628,301000011391,"Governance, Meetings (PM)",2025-06-06 00:00:00,245082,Kendall Davies,,2022,1,H,97.75,97.75,EUR,0,0,,Nonchargeable,TR184965906196
301,A301_000254_042,,,2025-06-07 00:00:00,205695,Jamie Reed,,2071,0.75,O,85,63.75,EUR,0,0,,Nonchargeable,TR376428926653
301,A301_000254_042,,,2025-06-07 00:00:00,205695,Jamie Reed,,2071,1,O,85,85,EUR,0,0,,Nonchargeable,TR374638343525
301,A301_000254_042,,,2025-06-07 00:00:00,205695,Jamie Reed,,2071,1,F,130,130,EUR,0,0,,Nonchargeable,TR790291006942
301,A301_000254_042,,,2025-06-10 00:00:00,205695,Jamie Reed,,2071,0.5,Y,85,42.5,EUR,0,0,,Nonchargeable,TR754964484237
301,30100628,301000011392,"Governance, Meetings (BA)",2025-06-10 00:00:00,216361,Harper Turner,,2075,2,H,91,182,EUR,0,0,"Planner report intern overleg Jef H. mogelijkheden momentum
Standup
Status meeting",Nonchargeable,TR317396937096
301,30100628,301000011399,Analysis,2025-06-10 00:00:00,216361,Harper Turner,,2075,5,H,91,455,EUR,0,0,"Total production time
analyse service ticket--> Interface message tabel
Aanmaken CR's vanuit FF devops",Nonchargeable,TR217930617759
301,30100628,301000011397,Documentation,2025-06-10 00:00:00,216361,Harper Turner,,2075,1,H,91,91,EUR,0,0,"Dagapport
",Nonchargeable,TR431294404895
301,30100628,301000011401,"Governance, Meetings (ENG)",2025-06-10 00:00:00,270284,Quinn Fisher,,2073,1.5,H,53,79.5,EUR,0,0,FF Daily Standup & FF Project Status Meeting,Nonchargeable,TR466771704281
301,30100628,301000011394,Development (Feature),2025-06-10 00:00:00,270284,Quinn Fisher,,2073,4,H,53,212,EUR,0,0,FEATURE 12762 - Alles toegevoegd en getest. Ook runtime job aangemaakt.,Nonchargeable,TR782219534733
301,30100628,301000011398,Support (Internal),2025-06-10 00:00:00,270284,Quinn Fisher,,2073,0.25,H,53,13.25,EUR,0,0,Support van Ron Donkelaar voor FEATURE 12318,Nonchargeable,TR982099910611
301,30100628,301000011402,Support (External),2025-06-10 00:00:00,270284,Quinn Fisher,,2073,0.25,H,53,13.25,EUR,0,0,uitleg aan Jan Maes van wijziging bug vorige week vrijdag (startscherm productiedatum zetten),Nonchargeable,TR464480366430
